performance_id,portfolio_id,as_of_date,beginning_value,ending_value,return_amount,return_percent
PERF101077,P10090,2026-05-28,1267931.64,1233446.34,-34485.3,-2.7198
PERF101078,P10090,2026-06-27,1233446.34,1201428.37,-32017.97,-2.5958
PERF101079,P10090,2026-07-27,1201428.37,1240739.24,39310.87,3.272
PERF101080,P10090,2026-08-26,1240739.24,1263149.04,22409.8,1.8062
PERF101081,P10091,2025-09-30,1849782.04,1848973.45,-808.59,-0.0437
PERF101082,P10091,2025-10-30,1848973.45,1944551.3,95577.85,5.1692
PERF101083,P10091,2025-11-29,1944551.3,1931533.17,-13018.13,-0.6695
PERF101084,P10091,2025-12-29,1931533.17,1888237.31,-43295.86,-2.2415
PERF101085,P10091,2026-01-28,1888237.31,1869217.26,-19020.05,-1.0073
PERF101086,P10091,2026-02-27,1869217.26,1817967.78,-51249.48,-2.7418
PERF101087,P10091,2026-03-29,1817967.78,1844884.06,26916.28,1.4806
PERF101088,P10091,2026-04-28,1844884.06,1879938.16,35054.1,1.9001
PERF101089,P10091,2026-05-28,1879938.16,1916941.7,37003.54,1.9683
PERF101090,P10091,2026-06-27,1916941.7,1984240.29,67298.59,3.5107
PERF101091,P10091,2026-07-27,1984240.29,2038098.22,53857.93,2.7143
PERF101092,P10091,2026-08-26,2038098.22,2122292.65,84194.43,4.131
PERF101093,P10092,2025-09-30,2461996.51,2521715.89,59719.38,2.4256
PERF101094,P10092,2025-10-30,2521715.89,2501916.49,-19799.4,-0.7852
PERF101095,P10092,2025-11-29,2501916.49,2530932.27,29015.78,1.1597
PERF101096,P10092,2025-12-29,2530932.27,2558410.68,27478.41,1.0857
PERF101097,P10092,2026-01-28,2558410.68,2641062.51,82651.83,3.2306
PERF101098,P10092,2026-02-27,2641062.51,2618874.37,-22188.14,-0.8401
PERF101099,P10092,2026-03-29,2618874.37,2540075.64,-78798.73,-3.0089
PERF101100,P10092,2026-04-28,2540075.64,2656441.92,116366.28,4.5812
PERF101101,P10092,2026-05-28,2656441.92,2791709.1,135267.18,5.092
PERF101102,P10092,2026-06-27,2791709.1,2818341.71,26632.61,0.954
PERF101103,P10092,2026-07-27,2818341.71,2748297.27,-70044.44,-2.4853
PERF101104,P10092,2026-08-26,2748297.27,2775676.99,27379.72,0.9962
PERF101105,P10093,2025-09-30,1066291.08,1085968.07,19676.99,1.8454
PERF101106,P10093,2025-10-30,1085968.07,1099592.39,13624.32,1.2546
PERF101107,P10093,2025-11-29,1099592.39,1157862.79,58270.4,5.2993
PERF101108,P10093,2025-12-29,1157862.79,1220178.3,62315.51,5.3819
PERF101109,P10093,2026-01-28,1220178.3,1280031.95,59853.65,4.9053
PERF101110,P10093,2026-02-27,1280031.95,1250435.64,-29596.31,-2.3122
PERF101111,P10093,2026-03-29,1250435.64,1303545.72,53110.08,4.2473
PERF101112,P10093,2026-04-28,1303545.72,1324603.5,21057.78,1.6154
PERF101113,P10093,2026-05-28,1324603.5,1321804.77,-2798.73,-0.2113
PERF101114,P10093,2026-06-27,1321804.77,1356786.05,34981.28,2.6465
PERF101115,P10093,2026-07-27,1356786.05,1402435.57,45649.52,3.3645
PERF101116,P10093,2026-08-26,1402435.57,1473820.62,71385.05,5.0901
PERF101117,P10094,2025-09-30,2168014.09,2242448.59,74434.5,3.4333
PERF101118,P10094,2025-10-30,2242448.59,2167331.15,-75117.44,-3.3498
PERF101119,P10094,2025-11-29,2167331.15,2104647.45,-62683.7,-2.8922
PERF101120,P10094,2025-12-29,2104647.45,2080647.47,-23999.98,-1.1403
PERF101121,P10094,2026-01-28,2080647.47,2015282.72,-65364.75,-3.1416
PERF101122,P10094,2026-02-27,2015282.72,1955715.39,-59567.33,-2.9558
PERF101123,P10094,2026-03-29,1955715.39,2026191.75,70476.36,3.6036
PERF101124,P10094,2026-04-28,2026191.75,2047659.16,21467.41,1.0595
PERF101125,P10094,2026-05-28,2047659.16,2091829.96,44170.8,2.1571
PERF101126,P10094,2026-06-27,2091829.96,2112945.74,21115.78,1.0094
PERF101127,P10094,2026-07-27,2112945.74,2117993.31,5047.57,0.2389
PERF101128,P10094,2026-08-26,2117993.31,2177642.27,59648.96,2.8163
PERF101129,P10095,2025-09-30,556501.38,541152.24,-15349.14,-2.7581
PERF101130,P10095,2025-10-30,541152.24,548344.6,7192.36,1.3291
PERF101131,P10095,2025-11-29,548344.6,559555.09,11210.49,2.0444
PERF101132,P10095,2025-12-29,559555.09,553943.93,-5611.16,-1.0028
PERF101133,P10095,2026-01-28,553943.93,550006.29,-3937.64,-0.7108
PERF101134,P10095,2026-02-27,550006.29,556065.94,6059.65,1.1017
PERF101135,P10095,2026-03-29,556065.94,546772.84,-9293.1,-1.6712
PERF101136,P10095,2026-04-28,546772.84,567400.07,20627.23,3.7725
PERF101137,P10095,2026-05-28,567400.07,574932.37,7532.3,1.3275
PERF101138,P10095,2026-06-27,574932.37,575027.71,95.34,0.0166
PERF101139,P10095,2026-07-27,575027.71,587728.05,12700.34,2.2086
PERF101140,P10095,2026-08-26,587728.05,611300.28,23572.23,4.0107
PERF101141,P10096,2025-09-30,1112515.94,1141769.56,29253.62,2.6295
PERF101142,P10096,2025-10-30,1141769.56,1108601.56,-33168.0,-2.905
PERF101143,P10096,2025-11-29,1108601.56,1139510.29,30908.73,2.7881
PERF101144,P10096,2025-12-29,1139510.29,1174488.99,34978.7,3.0696
PERF101145,P10096,2026-01-28,1174488.99,1222856.95,48367.96,4.1182
PERF101146,P10096,2026-02-27,1222856.95,1186429.92,-36427.03,-2.9788
PERF101147,P10096,2026-03-29,1186429.92,1154110.56,-32319.36,-2.7241
PERF101148,P10096,2026-04-28,1154110.56,1158846.48,4735.92,0.4104
PERF101149,P10096,2026-05-28,1158846.48,1165571.81,6725.33,0.5803
PERF101150,P10096,2026-06-27,1165571.81,1188644.21,23072.4,1.9795
PERF101151,P10096,2026-07-27,1188644.21,1180128.89,-8515.32,-0.7164
PERF101152,P10096,2026-08-26,1180128.89,1217600.83,37471.94,3.1752
PERF101153,P10097,2025-09-30,699535.47,721682.23,22146.76,3.1659
PERF101154,P10097,2025-10-30,721682.23,704181.34,-17500.89,-2.425
PERF101155,P10097,2025-11-29,704181.34,724399.13,20217.79,2.8711
PERF101156,P10097,2025-12-29,724399.13,744780.07,20380.94,2.8135
PERF101157,P10097,2026-01-28,744780.07,729694.5,-15085.57,-2.0255
PERF101158,P10097,2026-02-27,729694.5,766742.15,37047.65,5.0771
PERF101159,P10097,2026-03-29,766742.15,775997.1,9254.95,1.207
PERF101160,P10097,2026-04-28,775997.1,803520.82,27523.72,3.5469
PERF101161,P10097,2026-05-28,803520.82,827521.1,24000.28,2.9869
PERF101162,P10097,2026-06-27,827521.1,810992.74,-16528.36,-1.9973
PERF101163,P10097,2026-07-27,810992.74,791872.58,-19120.16,-2.3576
PERF101164,P10097,2026-08-26,791872.58,819826.6,27954.02,3.5301
PERF101165,P10098,2025-09-30,1163513.79,1150934.81,-12578.98,-1.0811
PERF101166,P10098,2025-10-30,1150934.81,1202470.6,51535.79,4.4777
PERF101167,P10098,2025-11-29,1202470.6,1243870.13,41399.53,3.4429
PERF101168,P10098,2025-12-29,1243870.13,1203621.06,-40249.07,-3.2358
PERF101169,P10098,2026-01-28,1203621.06,1248925.0,45303.94,3.764
PERF101170,P10098,2026-02-27,1248925.0,1235784.13,-13140.87,-1.0522
PERF101171,P10098,2026-03-29,1235784.13,1199635.56,-36148.57,-2.9252
PERF101172,P10098,2026-04-28,1199635.56,1234555.86,34920.3,2.9109
PERF101173,P10098,2026-05-28,1234555.86,1255418.19,20862.33,1.6899
PERF101174,P10098,2026-06-27,1255418.19,1220186.51,-35231.68,-2.8064
PERF101175,P10098,2026-07-27,1220186.51,1227468.34,7281.83,0.5968
PERF101176,P10098,2026-08-26,1227468.34,1224290.61,-3177.73,-0.2589
PERF101177,P10099,2025-09-30,1420780.75,1434938.69,14157.94,0.9965
PERF101178,P10099,2025-10-30,1434938.69,1457926.05,22987.36,1.602
PERF101179,P10099,2025-11-29,1457926.05,1455144.18,-2781.87,-0.1908
PERF101180,P10099,2025-12-29,1455144.18,1437624.89,-17519.29,-1.204
PERF101181,P10099,2026-01-28,1437624.89,1400622.5,-37002.39,-2.5739
PERF101182,P10099,2026-02-27,1400622.5,1423945.82,23323.32,1.6652
PERF101183,P10099,2026-03-29,1423945.82,1466735.47,42789.65,3.005
PERF101184,P10099,2026-04-28,1466735.47,1445550.53,-21184.94,-1.4444
PERF101185,P10099,2026-05-28,1445550.53,1461154.15,15603.62,1.0794
PERF101186,P10099,2026-06-27,1461154.15,1415804.91,-45349.24,-3.1037
PERF101187,P10099,2026-07-27,1415804.91,1476208.19,60403.28,4.2664
PERF101188,P10099,2026-08-26,1476208.19,1457031.7,-19176.49,-1.299
PERF101189,P10100,2025-09-30,2498277.92,2516912.11,18634.19,0.7459
PERF101190,P10100,2025-10-30,2516912.11,2515573.5,-1338.61,-0.0532
PERF101191,P10100,2025-11-29,2515573.5,2461507.84,-54065.66,-2.1492
PERF101192,P10100,2025-12-29,2461507.84,2581640.27,120132.43,4.8804
PERF101193,P10100,2026-01-28,2581640.27,2690517.51,108877.24,4.2174
PERF101194,P10100,2026-02-27,2690517.51,2730223.71,39706.2,1.4758
PERF101195,P10100,2026-03-29,2730223.71,2859241.22,129017.51,4.7255
PERF101196,P10100,2026-04-28,2859241.22,2949764.58,90523.36,3.166
PERF101197,P10100,2026-05-28,2949764.58,2957856.48,8091.9,0.2743
PERF101198,P10100,2026-06-27,2957856.48,2939997.48,-17859.0,-0.6038
PERF101199,P10100,2026-07-27,2939997.48,2947238.97,7241.49,0.2463
PERF101200,P10100,2026-08-26,2947238.97,3035143.06,87904.09,2.9826
